1,3226,2557,ampm,2013/1/1 00:04,8,52.24000168
2,6691,2631,ampm,2013/1/1 00:11,4,39.72000122
3,6691,1833,ampm,2013/1/1 00:21,1,6.900000095
4,4138,1626,ampm,2013/1/1 00:30,5,42.09999847
5,4138,375,ampm,2013/1/1 00:35,6,67.26000214
6,4138,3336,ampm,2013/1/1 00:45,8,41.68000031
7,4138,736,CVS,2013/1/1 00:55,6,56.40000153
8,1292,4434,7月11日,2013/1/1 01:06,6,86.63999939
9,5596,4135,7月11日,2013/1/1 01:08,10,50.09999847
10,5596,3528,ampm,2013/1/1 01:18,9,94.68000031
11,5596,3803,amazon,2013/1/1 01:21,2,12.11999989
12,5536,2377,walmart,2013/1/1 01:29,8,73.44000244
13,5536,1112,ampm,2013/1/1 01:36,6,65.76000214
14,6073,3371,CVS,2013/1/1 01:39,8,84.63999939
15,6365,1403,ampm,2013/1/1 01:41,4,34.15999985
16,6365,1474,costco,2013/1/1 01:50,5,40.95000076
17,6365,1877,ampm,2013/1/1 01:58,1,5.480000019
18,6365,903,ampm,2013/1/1 02:00,2,16.86000061
19,7324,3449,walmart,2013/1/1 02:09,1,9.729999542
20,7324,260,ampm,2013/1/1 02:19,2,24.02000046
21,7324,129,ampm,2013/1/1 02:20,6,86.94000244
22,3246,3844,ampm,2013/1/1 02:20,8,107.1200027
23,71,1691,7月11日,2013/1/1 02:28,6,35.04000092
24,71,2173,ampm,2013/1/1 02:31,2,23.18000031
25,6365,2404,walmart,2013/1/1 02:32,1,7.260000229
26,6365,2977,walmart,2013/1/1 02:34,1,13.94999981
27,6193,3828,amazon,2013/1/1 02:34,1,13.98999977
28,6193,1394,CVS,2013/1/1 02:44,2,24.28000069
29,8128,768,ampm,2013/1/1 02:46,4,56.75999832
30,8909,1349,ampm,2013/1/1 02:53,8,41.59999847
31,8909,150,amazon,2013/1/1 03:01,10,83.30000305
32,2006,1996,ampm,2013/1/1 03:01,1,14.64999962
33,3988,392,ampm,2013/1/1 03:08,10,100.5999985
34,4552,1560,7月11日,2013/1/1 03:11,8,81.76000214
35,4552,2736,ampm,2013/1/1 03:18,7,38.84999847
36,4552,2361,ampm,2013/1/1 03:20,10,65.09999847
37,9414,1401,walmart,2013/1/1 03:28,2,11.43999958
38,2321,551,costco,2013/1/1 03:32,6,83.51999664
39,2321,4206,7月11日,2013/1/1 03:38,1,6.409999847
40,844,2832,7月11日,2013/1/1 03:45,7,69.65000153
41,1540,883,CVS,2013/1/1 03:49,1,10.47999954
42,1502,1298,amazon,2013/1/1 03:52,5,48.75
43,1502,3976,amazon,2013/1/1 03:53,2,28.62000084
44,1502,2882,7月11日,2013/1/1 03:54,5,66.30000305
45,758,1454,7月11日,2013/1/1 03:55,5,28.14999962
46,758,87,7月11日,2013/1/1 03:58,8,91.68000031
47,758,2099,amazon,2013/1/1 04:08,8,117.8399963
48,4037,2792,ampm,2013/1/1 04:14,5,30.54999924
49,3293,3957,ampm,2013/1/1 04:19,1,8.100000382
50,4113,823,amazon,2013/1/1 04:28,2,14.27999973
51,4113,423,ampm,2013/1/1 04:31,3,42.84000015
52,4113,2544,ampm,2013/1/1 04:32,7,82.04000092
53,4707,3868,amazon,2013/1/1 04:36,10,53.09999847
54,4707,887,amazon,2013/1/1 04:46,8,89.27999878
55,7314,501,ampm,2013/1/1 04:50,7,82.25
56,7832,4081,amazon,2013/1/1 04:50,5,34.15000153
57,7832,4317,amazon,2013/1/1 04:51,7,63.90999985
58,5051,2835,amazon,2013/1/1 04:58,8,92.55999756
59,4851,259,amazon,2013/1/1 05:06,4,40.59999847
60,6584,3586,unknown,2013/1/1 05:07,1,12.39000034
61,7313,3697,walmart,2013/1/1 05:07,5,39.40000153
62,9180,3040,ampm,2013/1/1 05:13,3,33.77999878
63,8859,4195,ampm,2013/1/1 05:21,1,5.960000038
64,5992,2527,amazon,2013/1/1 05:29,7,60.61999893
65,2707,2765,7月11日,2013/1/1 05:38,7,74.41000366
66,5149,165,ampm,2013/1/1 05:43,6,33
67,5149,1514,amazon,2013/1/1 05:52,1,10.53999996
68,5149,2090,ampm,2013/1/1 05:54,6,81.18000031
69,5149,3218,ampm,2013/1/1 05:56,9,110.6100006
70,5149,518,ampm,2013/1/1 05:58,1,5.75
71,5149,4411,amazon,2013/1/1 06:01,1,11.92000008
72,5149,904,walmart,2013/1/1 06:07,1,8.600000382
73,7125,184,7月11日,2013/1/1 06:11,10,126
74,5368,4221,amazon,2013/1/1 06:19,1,5.710000038
75,3829,807,7月11日,2013/1/1 06:23,1,5.610000134
76,7679,699,amazon,2013/1/1 06:27,8,100.4000015
77,1325,2600,CVS,2013/1/1 06:28,8,107.9199982
78,679,2640,ampm,2013/1/1 06:31,8,81.59999847
79,3714,1026,amazon,2013/1/1 06:38,1,5.119999886
80,3714,3863,7月11日,2013/1/1 06:48,3,36.99000168
81,8001,1219,amazon,2013/1/1 06:52,6,78.30000305
82,8001,928,7月11日,2013/1/1 07:00,3,37.31999969
83,7424,510,ampm,2013/1/1 07:10,4,38.56000137
84,1897,3987,amazon,2013/1/1 07:11,10,138.6000061
85,1897,813,7月11日,2013/1/1 07:11,2,12.10000038
86,1897,2416,walmart,2013/1/1 07:13,6,81.59999847
87,9114,3480,7月11日,2013/1/1 07:22,1,8.199999809
88,4691,3600,walmart,2013/1/1 07:26,5,62.5
89,6567,2924,7月11日,2013/1/1 07:28,3,35.36999893
90,425,3254,unknown,2013/1/1 07:37,4,44.72000122
91,6098,3540,walmart,2013/1/1 07:43,2,29.86000061
92,3052,93,amazon,2013/1/1 07:47,3,22.5
93,3052,315,ampm,2013/1/1 07:57,1,14.72999954
94,4541,1780,CVS,2013/1/1 08:02,5,28.75
95,7293,518,7月11日,2013/1/1 08:08,2,11.5
96,7293,2067,amazon,2013/1/1 08:17,2,23.10000038
97,6323,1880,ampm,2013/1/1 08:20,4,26.39999962
98,6323,806,7月11日,2013/1/1 08:25,10,94
99,6323,43,7月11日,2013/1/1 08:29,10,76.69999695
100,6323,1354,ampm,2013/1/1 08:36,2,28.60000038
101,1875,2161,7月11日,2013/1/1 08:38,1,11.47000027
102,1875,3043,ampm,2013/1/1 08:44,3,29.81999969
103,5776,3880,ampm,2013/1/1 08:49,5,25.75
104,5776,329,walmart,2013/1/1 08:56,7,57.33000183
105,5776,694,amazon,2013/1/1 08:57,7,69.44000244
106,5776,1470,ampm,2013/1/1 09:06,1,14.01000023
107,5776,3302,CVS,2013/1/1 09:15,9,79.91999817
108,5776,1934,walmart,2013/1/1 09:24,8,107.8399963
109,5776,1915,ampm,2013/1/1 09:31,8,109.1200027
110,5776,77,amazon,2013/1/1 09:41,6,48.36000061
111,5776,2824,walmart,2013/1/1 09:47,4,27.31999969
112,1501,218,ampm,2013/1/1 09:57,4,58.52000046
113,1501,1815,ampm,2013/1/1 10:01,5,54.09999847
114,2434,2209,ampm,2013/1/1 10:04,2,19.26000023
115,9813,472,amazon,2013/1/1 10:09,10,65.80000305
116,9813,1037,ampm,2013/1/1 10:18,4,30.60000038
117,9813,622,amazon,2013/1/1 10:18,4,21.23999977
118,9188,741,CVS,2013/1/1 10:26,1,12.07999992
119,9188,1755,ampm,2013/1/1 10:33,4,50.84000015
120,9188,2540,amazon,2013/1/1 10:43,3,32.09999847
121,9188,3033,CVS,2013/1/1 10:51,2,26.55999947
122,9188,2897,amazon,2013/1/1 10:54,8,41.59999847
123,3895,695,7月11日,2013/1/1 11:03,9,118.6200027
124,3895,1650,7月11日,2013/1/1 11:08,6,60.18000031
125,3895,3069,CVS,2013/1/1 11:12,8,61.20000076
126,423,2142,ampm,2013/1/1 11:13,7,100.4499969
127,3042,1920,amazon,2013/1/1 11:18,2,23.29999924
128,3042,4149,amazon,2013/1/1 11:27,1,9.470000267
129,3042,4106,amazon,2013/1/1 11:32,7,75.31999969
130,4411,1477,amazon,2013/1/1 11:33,5,39.54999924
131,4411,3473,ampm,2013/1/1 11:41,9,64.62000275
132,4411,2635,ampm,2013/1/1 11:43,2,19.02000046
133,7707,320,CVS,2013/1/1 11:53,2,29.10000038
134,7707,2100,walmart,2013/1/1 11:59,7,73.63999939
135,207,4245,amazon,2013/1/1 12:08,7,54.38999939
136,7932,3989,walmart,2013/1/1 12:13,8,56.88000107
137,6588,3708,7月11日,2013/1/1 12:14,3,29.28000069
138,3716,3115,7月11日,2013/1/1 12:14,2,18.78000069
139,3600,1103,7月11日,2013/1/1 12:24,6,35.15999985
140,3600,3764,ampm,2013/1/1 12:27,9,74.97000122
141,612,10,7月11日,2013/1/1 12:32,3,18.29999924
142,612,4030,amazon,2013/1/1 12:37,1,10.23999977
143,612,3159,7月11日,2013/1/1 12:43,6,55.68000031
144,7459,774,amazon,2013/1/1 12:47,3,33.38999939
145,7459,652,ampm,2013/1/1 12:48,10,79.59999847
146,2051,465,costco,2013/1/1 12:51,1,5.980000019
147,2051,2866,costco,2013/1/1 12:59,2,17.26000023
148,7984,4048,ampm,2013/1/1 13:02,6,59.15999985
149,4194,2461,ampm,2013/1/1 13:05,6,65.33999634
150,2997,4328,7月11日,2013/1/1 13:07,5,56.90000153
151,2997,2925,walmart,2013/1/1 13:17,10,137.8000031
152,2997,511,ampm,2013/1/1 13:25,10,121.0999985
153,234,1009,costco,2013/1/1 13:33,1,12.97999954
154,234,499,ampm,2013/1/1 13:34,2,17
155,5781,3113,amazon,2013/1/1 13:40,1,8.710000038
156,3528,2672,ampm,2013/1/1 13:41,1,14.82999992
157,3528,1082,amazon,2013/1/1 13:43,4,55.27999878
158,3528,1537,ampm,2013/1/1 13:49,4,33.68000031
159,530,4114,ampm,2013/1/1 13:54,9,60.47999954
160,9941,3782,ampm,2013/1/1 13:56,9,132.5700073
161,9941,1556,ampm,2013/1/1 13:57,2,23.87999916
162,9941,2798,amazon,2013/1/1 14:07,1,7.889999867
163,9941,560,walmart,2013/1/1 14:17,10,71.59999847
164,6557,2575,7月11日,2013/1/1 14:22,6,68.87999725
165,6557,274,7月11日,2013/1/1 14:33,2,18.02000046
166,6557,1475,ampm,2013/1/1 14:34,5,34.09999847
167,9253,343,amazon,2013/1/1 14:43,1,7.659999847
168,3492,3999,amazon,2013/1/1 14:46,4,43.36000061
169,3492,2729,walmart,2013/1/1 14:54,5,57.84999847
170,5109,1343,7月11日,2013/1/1 15:02,4,49.75999832
171,5786,3411,ampm,2013/1/1 15:02,4,53.24000168
172,5786,280,walmart,2013/1/1 15:08,10,64.09999847
173,5786,3165,ampm,2013/1/1 15:13,6,40.97999954
174,5077,1728,amazon,2013/1/1 15:17,4,23.95999908
175,5077,2093,ampm,2013/1/1 15:17,1,13.55000019
176,2321,3570,walmart,2013/1/1 15:26,1,6.019999981
177,2321,589,amazon,2013/1/1 15:30,5,61.95000076
178,7536,932,ampm,2013/1/1 15:41,1,13.56999969
179,7536,809,ampm,2013/1/1 15:43,5,56.45000076
180,6979,367,walmart,2013/1/1 15:45,5,44.65000153
181,9302,4416,amazon,2013/1/1 15:48,3,23.30999947
182,6610,1991,7月11日,2013/1/1 15:53,10,79.80000305
183,6610,3827,amazon,2013/1/1 16:01,8,60.24000168
184,3344,86,7月11日,2013/1/1 16:10,8,66.55999756
185,3344,2508,walmart,2013/1/1 16:19,10,137.1000061
186,3344,2869,7月11日,2013/1/1 16:20,1,14.93000031
187,3009,1521,amazon,2013/1/1 16:24,6,60.11999893
188,2882,2634,ampm,2013/1/1 16:33,6,79.80000305
189,4868,2450,amazon,2013/1/1 16:33,5,48.20000076
190,184,1354,ampm,2013/1/1 16:37,6,85.80000305
191,184,1881,walmart,2013/1/1 16:39,1,8.880000114
192,184,1055,amazon,2013/1/1 16:43,1,9.619999886
193,162,2290,ampm,2013/1/1 16:44,4,29.60000038
194,162,3084,7月11日,2013/1/1 16:48,9,114.9300003
195,6894,3677,amazon,2013/1/1 16:54,4,57.24000168
196,6894,3319,amazon,2013/1/1 16:56,1,7.210000038
197,6894,1514,walmart,2013/1/1 16:57,6,63.24000168
198,4487,2663,amazon,2013/1/1 16:58,2,15.42000008
199,4487,1850,ampm,2013/1/1 17:08,3,38.70000076
200,4487,2462,ampm,2013/1/1 17:12,9,87.66000366
201,4487,1050,7月11日,2013/1/1 17:18,9,121.5899963
202,4487,1890,amazon,2013/1/1 17:26,6,44.63999939
203,4487,201,7月11日,2013/1/1 17:32,8,49.11999893
204,4564,603,walmart,2013/1/1 17:41,4,31.95999908
205,3196,500,CVS,2013/1/1 17:51,7,45.5
206,8351,3800,amazon,2013/1/1 17:55,7,68.31999969
207,8351,3188,7月11日,2013/1/1 17:57,5,69.15000153
208,8351,1089,ampm,2013/1/1 18:05,3,23.94000053
209,8351,450,ampm,2013/1/1 18:15,9,63.63000107
210,8351,3497,amazon,2013/1/1 18:21,2,13.47999954
211,8351,2820,ampm,2013/1/1 18:24,6,64.31999969
212,8315,4178,amazon,2013/1/1 18:33,4,37.88000107
213,7332,1997,ampm,2013/1/1 18:42,1,6.929999828
214,7332,2693,walmart,2013/1/1 18:45,2,18.71999931
215,7332,71,amazon,2013/1/1 18:53,9,125.0999985
216,3494,2321,7月11日,2013/1/1 19:02,6,38.09999847
217,3494,379,ampm,2013/1/1 19:05,10,143.3999939
218,3494,3084,costco,2013/1/1 19:08,6,76.62000275
219,3494,3280,ampm,2013/1/1 19:13,4,55.68000031
220,3494,3114,amazon,2013/1/1 19:17,7,97.08999634
221,6353,776,7月11日,2013/1/1 19:17,1,12.40999985
222,6353,4235,amazon,2013/1/1 19:19,6,31.5
223,2050,1789,ampm,2013/1/1 19:22,6,86.22000122
224,2050,2518,7月11日,2013/1/1 19:24,7,43.68000031
225,2050,2466,ampm,2013/1/1 19:31,1,6.269999981
226,1719,676,walmart,2013/1/1 19:35,2,26.73999977
227,1719,677,ampm,2013/1/1 19:44,8,99.04000092
228,1719,1007,ampm,2013/1/1 19:50,3,31.11000061
229,1719,2165,amazon,2013/1/1 19:52,6,37.13999939
230,1719,1831,CVS,2013/1/1 19:56,5,58.25
231,4690,1399,7月11日,2013/1/1 19:57,3,37.52999878
232,8039,336,7月11日,2013/1/1 20:06,10,55.29999924
233,6825,1536,CVS,2013/1/1 20:15,3,23.12999916
234,6825,3065,ampm,2013/1/1 20:19,3,21.54000092
235,5758,1539,7月11日,2013/1/1 20:24,5,70.15000153
236,6151,858,ampm,2013/1/1 20:30,4,58.11999893
237,833,2597,7月11日,2013/1/1 20:40,2,24.05999947
238,6410,324,ampm,2013/1/1 20:45,9,101.4300003
239,6410,2654,ampm,2013/1/1 20:55,2,28.12000084
240,5245,990,ampm,2013/1/1 20:59,6,55.61999893
241,9697,1248,7月11日,2013/1/1 21:06,5,57
242,1434,1477,7月11日,2013/1/1 21:16,6,47.45999908
243,5885,1320,ampm,2013/1/1 21:18,3,37.34999847
244,2601,4168,ampm,2013/1/1 21:24,1,9.960000038
245,5776,3725,CVS,2013/1/1 21:34,9,91.70999908
246,5776,741,ampm,2013/1/1 21:35,10,120.8000031
247,5776,1548,amazon,2013/1/1 21:45,3,25.02000046
248,2365,732,CVS,2013/1/1 21:53,5,35.40000153
249,8631,1333,ampm,2013/1/1 22:03,8,112.6399994
250,8631,2931,amazon,2013/1/1 22:05,5,67.59999847
251,8208,3352,CVS,2013/1/1 22:07,4,45.43999863
252,8208,1983,ampm,2013/1/1 22:13,10,91
253,8208,4369,ampm,2013/1/1 22:19,7,60.13000107
254,8208,71,7月11日,2013/1/1 22:21,1,13.89999962
255,3226,2557,ampm,2013/1/1 00:04,8,52.24000168
256,5308,2555,ampm,2013/1/1 22:29,10,81
257,6691,2631,ampm,2013/1/1 00:11,4,39.72000122
258,5308,3546,7月11日,2013/1/1 22:33,8,82.48000336
259,6691,1833,ampm,2013/1/1 00:21,1,6.900000095
260,5887,3791,walmart,2013/1/1 22:41,3,41.18999863
261,4138,1626,ampm,2013/1/1 00:30,5,42.09999847
262,5887,520,amazon,2013/1/1 22:47,4,53.04000092
263,4138,375,ampm,2013/1/1 00:35,6,67.26000214
264,8923,4273,ampm,2013/1/1 22:55,4,25.95999908
265,4138,3336,ampm,2013/1/1 00:45,8,41.68000031
266,9187,3702,walmart,2013/1/1 22:56,7,83.58000183
267,4138,736,CVS,2013/1/1 00:55,6,56.40000153
268,9187,1921,amazon,2013/1/1 22:57,6,81.77999878
269,1292,4434,7月11日,2013/1/1 01:06,6,86.63999939
270,9187,476,amazon,2013/1/1 23:04,10,134.6000061
271,5596,4135,7月11日,2013/1/1 01:08,10,50.09999847
272,9187,1177,ampm,2013/1/1 23:14,9,53.63999939
273,5596,3528,ampm,2013/1/1 01:18,9,94.68000031
274,8088,4390,ampm,2013/1/1 23:18,10,78.90000153
275,5596,3803,amazon,2013/1/1 01:21,2,12.11999989
276,4284,1385,ampm,2013/1/1 23:24,7,51.09999847
277,5536,2377,walmart,2013/1/1 01:29,8,73.44000244
278,4284,3889,amazon,2013/1/1 23:34,6,61.31999969
279,5536,1112,ampm,2013/1/1 01:36,6,65.76000214
280,5808,1445,ampm,2013/1/1 23:38,6,60.11999893
281,6073,3371,CVS,2013/1/1 01:39,8,84.63999939
282,4953,1102,unknown,2013/1/1 23:42,8,81.76000214
283,6365,1403,ampm,2013/1/1 01:41,4,34.15999985
284,4953,98,7月11日,2013/1/1 23:48,9,107.4599991
285,6365,1474,costco,2013/1/1 01:50,5,40.95000076
286,6371,1414,walmart,2013/1/1 23:53,9,97.91999817
287,6365,1877,ampm,2013/1/1 01:58,1,5.480000019
288,6371,3159,CVS,2013/1/1 23:55,5,46.40000153
289,6365,903,ampm,2013/1/1 02:00,2,16.86000061
290,6371,466,ampm,2013/1/1 23:59,9,104.5800018
291,7324,3449,walmart,2013/1/1 02:09,1,9.729999542
292,1198,3745,walmart,2013/1/2 00:09,1,13.43000031
293,7324,260,ampm,2013/1/1 02:19,2,24.02000046
294,937,726,amazon,2013/1/2 00:18,5,56.20000076
295,7324,129,ampm,2013/1/1 02:20,6,86.94000244
296,937,982,amazon,2013/1/2 00:22,6,62.81999969
297,3246,3844,ampm,2013/1/1 02:20,8,107.1200027
298,937,1418,7月11日,2013/1/2 00:32,4,28.12000084
299,71,1691,7月11日,2013/1/1 02:28,6,35.04000092
300,1271,522,walmart,2013/1/2 00:34,4,20.28000069
301,71,2173,ampm,2013/1/1 02:31,2,23.18000031
302,3033,1478,amazon,2013/1/2 00:37,2,11.97999954
303,6365,2404,walmart,2013/1/1 02:32,1,7.260000229
304,3033,2672,costco,2013/1/2 00:38,6,88.98000336
305,6365,2977,walmart,2013/1/1 02:34,1,13.94999981
306,9217,1715,7月11日,2013/1/2 00:45,4,20.60000038
307,6193,3828,amazon,2013/1/1 02:34,1,13.98999977
308,9217,1084,amazon,2013/1/2 00:51,5,61.84999847
309,6193,1394,CVS,2013/1/1 02:44,2,24.28000069
310,9217,4013,ampm,2013/1/2 00:52,8,45.52000046
311,8128,768,ampm,2013/1/1 02:46,4,56.75999832
312,9217,2606,ampm,2013/1/2 01:02,10,51.40000153
